ccode,cname,ccodealp,ccodecow,ccodewb,version,ajr_settmort,al_ethnic,al_language,al_religion,bci_bci,bs_h,bs_lma,bs_pp,bs_scnd,bti_aar,bti_acp,bti_aod,bti_cdi,bti_ci,bti_cps,bti_cr,bti_ds,bti_eo,bti_eos,bti_ep,bti_ffe,bti_foe,bti_ij,bti_mes,bti_muf,bti_pdi,bti_pp,bti_prp,bti_ps,bti_rol,bti_sdi,bti_seb,bti_sel,bti_sop,bti_ssn,bti_su,bti_wr,ccp_cc,ccp_childwrk,ccp_equal,ccp_freerel,ccp_slave,ccp_strike,ciri_assn,ciri_dommov,ciri_formov,ciri_injud,ciri_physint,ciri_polpris,ciri_relfre_new,ciri_speech,ciri_tort,cpds_enps,cpds_enpv,cpds_la,cpds_lall,cpds_lcom,cpds_lcon,cpds_le,cpds_lfe,cpds_lg,cpds_ll,cpds_lls,cpds_lmo,cpds_lnl,cpds_lo,cpds_lp,cpds_lpc,cpds_lpen,cpds_lper,cpds_lr,cpds_lreg,cpds_lrel,cpds_ls,cpds_tg,cpds_vt,cses_pc,cses_sd,cspf_sfi,cspv_civviol,cspv_civwar,cspv_ethviol,cspv_ethwar,cspv_intviol,cspv_intwar,dpi_cemo,dpi_checks,dpi_cl,dpi_dhondt,dpi_gf,dpi_gprlc1,dpi_gpvs1,dpi_gvs,dpi_plurality,dpi_polariz,dpi_pr,dpi_pvfr,dpi_system,dpi_tf,dpi_thresh,dpi_vslop1,dr_eg,dr_ig,el_gunn1,env_treaty,epi_access,epi_acsat,epi_eh,epi_ehair,epi_eheh,epi_ehwater,epi_epi,epi_evbh,epi_evclimate,epi_evwater,epi_pm25,epi_wastecxn,epi_watsup,ess_happy,ess_health,ess_relig,ess_trlegal,ess_trparl,ess_trpart,ess_trpeople,ess_trpolice,ess_trpolit,ffp_ext,ffp_fsi,ffp_hf,ffp_hr,ffp_ps,ffp_ref,ffp_sec,ffp_sl,ffp_ued,fh_aor,fh_cl,fh_ep,fh_feb,fh_fog,fh_ipolity2,fh_pair,fh_pr,fh_rol,fh_status,fi_ftradeint,fi_index,gcb_br,gcb_fcwell,gcb_orcag,gcb_pcbmost,gcb_pcjmost,gcb_pclgcmost,gcb_pclmost,gcb_pcori,gcb_pcpmost,gcb_pcpolmost,gcb_pcrmost,gcb_pctaxmost,gcb_pfcaag,gcb_sarcag,gcb_wsdag,gd_ptsa,gir_acrl,gir_csmai,gir_e,gle_cgdpc,gle_gdp,gle_pop,gle_rgdpc,gol_enep,gol_est,gol_est_spec,gol_pr,h_j,hf_efiscore,hf_financ,hf_invest,hf_labor,hf_prights,ht_colonial,ht_region,ht_regtype,ht_regtype1,iaep_bp,iaep_cc,iaep_epmf,iaep_es,iaep_osp,iaep_ufs,icrg_qog,ictd_rev,idea_mc,idea_mp,ihme_drbs,ihme_drf,ihme_drm,iiag_be,iiag_edu,iiag_gov,iiag_hd,iiag_he,iiag_inf,iiag_ns,iiag_phr,iiag_rol,iiag_srol,iiag_wel,imf_gdpc,imf_gdpgr,imf_infl,imf_inflch,imf_inv,imf_nd,imf_nlb,imf_pop,imf_rev,imf_ue,ipi_tradeopen,lis_gini,lp_lat_abst,lp_legor,nelda_mbbe,nelda_mtop,nelda_oa,nelda_rpae,nrmi_nrmi,nunn_desert,nunn_dist_coast,nunn_tropical,ohi_ohi,p_autoc,p_democ,p_durable,p_fragment,p_polity2,p_xconst,pei_eir,pei_peii,pwt_hci,pwt_pop,qs_closed,qs_impar,qs_proff,ross_gas_value_2014,ross_oil_value_2014,rsf_pfi,sai_statehist01v3,sai_statehist10v3,sai_statehistn01v3,sai_statehistn10v3,sc_penagef,sc_penagem,sc_sickdur,sc_skgen,sc_uegen,sgi_ec,sgi_ecbg,sgi_ecec,sgi_eclm,sgi_ectx,sgi_en,sgi_enen,sgi_enge,sgi_qd,sgi_qdep,sgi_so,sgi_soed,sgi_sofa,sgi_sogi,sgi_sohe,sgi_soin,sgi_sope,sgi_sosi,sgi_sosl,ti_cpi,top_top10_income_share,top_top1_income_share,undp_hdi,unna_pop,vdem_corr,vdem_delibdem,vdem_egaldem,vdem_gender,vdem_libdem,vdem_mecorrpt,vdem_partipdem,vdem_polyarchy,vi_rsg,vi_rsm,vi_udr,vi_wcoord,voh_gti,wbgi_cce,wbgi_gee,wbgi_pve,wbgi_rle,wdi_acel,wdi_acelr,wdi_acelu,wdi_afp,wdi_agedr,wdi_ane,wdi_araland,wdi_area,wdi_armexp,wdi_armimp,wdi_bribfirm,wdi_broadb,wdi_busden,wdi_co2,wdi_debt,wdi_eduprp,wdi_eduprs,wdi_elerenew,wdi_elprodcoal,wdi_elprodgas,wdi_elprodhyd,wdi_elprodnuc,wdi_elprodoil,wdi_emp,wdi_empagr,wdi_empagrf,wdi_empagrm,wdi_empch,wdi_empind,wdi_empindf,wdi_empindm,wdi_empser,wdi_empserf,wdi_empserm,wdi_eneimp,wdi_eodb,wdi_expedu,wdi_expeduge,wdi_expedup,wdi_expedus,wdi_expedut,wdi_exph,wdi_exphpr,wdi_exphpu,wdi_expmil,wdi_fdiin,wdi_fdiout,wdi_firftopm,wdi_firgifttax,wdi_forest,wdi_fossil,wdi_gdpagr,wdi_gdpcapcon2010,wdi_gdpcappppcon2011,wdi_gdpind,wdi_gdpser,wdi_gerp,wdi_gerpp,wdi_gers,wdi_gert,wdi_gini,wdi_homicides,wdi_idpdis,wdi_idpvc,wdi_idpvp,wdi_imig,wdi_infpay,wdi_internet,wdi_lfpf,wdi_lifexp,wdi_lifexpf,wdi_lifexpm,wdi_litrad,wdi_litradf,wdi_litradm,wdi_litry,wdi_migration,wdi_peacekeep,wdi_pop14,wdi_pop1564,wdi_pop65,wdi_popden,wdi_poprul,wdi_popurb,wdi_povgap190,wdi_povgapnpl,wdi_povgaprur,wdi_povgapurb,wdi_refasy,wdi_refori,wdi_semp,wdi_smokf,wdi_smokm,wdi_spr,wdi_tacpsr,wdi_taxrev,wdi_tele,wdi_trade,wdi_unempfilo,wdi_unempilo,wdi_unempmilo,wdi_unempyfilo,wdi_unempyilo,wdi_unempymilo,wdi_wip,wef_bct,wef_chiv,wef_ci,wef_cm,wef_ct,wef_dtsb,wef_eet,wef_elec,wef_gci,wef_ias,wef_imort,wef_mobile,wef_oc,wef_pr,wef_ptp,wef_ptsb,wef_qes,wef_qoi,wef_qpe,wef_qsri,wef_wlf,wel_cwi,who_alc2000,who_tobf,who_tobm,who_tobt,whr_hap,wjp_abs_cor,wjp_civ_just,wjp_cj_cor,wjp_crim_jus,wjp_crsys_cor,wjp_exec_br,wjp_gov_pow,wjp_jud_br,wjp_leg_br,wjp_ord_secur,wjp_pol_mil,wjp_wjp_overall,wvs_confaf,wvs_confch,wvs_confcs,wvs_confgov,wvs_confjs,wvs_conflu,wvs_confpar,wvs_confpol,wvs_confpp,wvs_confpr,wvs_conftv,wvs_godbel,wvs_hap,wvs_imprel,wvs_pmi12,wvs_psarmy,wvs_psdem,wvs_psexp,wvs_pssl,wvs_relacc,wvs_satfin,wvs_subh,wvs_trust
4,"Afghanistan","AFG",700,4,"QoGBasCSJan18",4.5400982,.7693445682525635,.6141461730003357,.2716839015483856,64.000626,,,,,4,3,,3,9,5,2,3.016666650772095,2,4,4,3,4,3,2.892857074737549,3,3,3.5,3,2,2.5,3,1,1,3,2,2.5,2,1,1,1,1,2,3,1,0,0,0,4,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0,4,0,0,0,0,0,,,0,,,0,0,1,,0,56.400002,0,,,0,35.44887924194336,32.17121124267578,.1176470592617989,47,70.54000091552734,51.27000045776367,52.09000015258789,68.27999877929688,49.54000091552734,38.45999908447266,39.70000076293945,22.80999946594238,,0,96.26000213623047,0,15.89999961853027,,,,,,,,,,9.800000190734863,107.9000015258789,8.100000381469727,8.600000381469727,9.300000190734863,9.100000381469727,10,9.699999809265137,7.199999809265137,4,6,3,5,2,3.0833333,2,6,2,3,,,,,,,,,,,,,,,,,,4,,,,1282.64,28273.59,24988.09,1131.48,,,,,0,48.90000152587891,0,65,75,12.60000038146973,0,8,1,4,0,1,0,3,0,1,,9.217598915100098,,,970.70001,1010.1,932.5,,,,,,,,,,,,680.5,3.933000087738037,101.9700012207031,4.673999786376953,23.09300041198731,,-.6309999823570252,29.82500076293945,24.34600067138672,,,,.366666704416275,2,,,,,30.11046028137207,4.355736255645752,.9224445223808289,0,,2,1,0,2,-1,4,2.333333253860474,,,,,2.21,2.7,21474898,0,37.06999969482422,997.2056884765625,336.9908142089844,.6139547824859619,.6279730200767517,,,,,,,,,,,,,,,,,,,,,,,,,12,,,.479,31627506,.8655555844306946,.308317631483078,.2459564805030823,.5307922959327698,.2561162114143372,2.460139036178589,.169925719499588,.3906064927577972,,,,,9.2329998,-1.3547845,-1.3313956,-2.4110684,-1.4456476,89.5,87.80000305175781,98.69999694824219,3.285937070846558,91.37620544433594,,11.90301132202148,652860,,288000000,46.79999923706055,.0047953170724213,.1500000059604645,.2994450032711029,,2.477649927139282,1.977499961853027,85.32354736328125,,,,,,,,,,9.300000190734863,,,,,,,,182,3.780280113220215,14.46592998504639,59.10649871826172,25.39205932617188,12.41127967834473,8.182273864746094,5.24944019317627,2.932833671569824,1.334356665611267,.217006266117096,-.0000955630312092,4.699999809265137,34,2.067824602127075,,23.46312522888184,610.241943359375,1780.38232421875,22.32921600341797,54.20765686035156,111.7441329956055,,55.65615844726563,8.662799835205078,,6.599999904632568,13125,156193,805409,1.175546884536743,39.29999923706055,7,17.42006301879883,62.90268325805664,64.19699859619141,61.66999816894531,31.74111938476563,17.612060546875,45.41709899902344,46.99005126953125,448007,15,45.28738784790039,52.25310134887695,2.459510564804077,50.17617797851563,73.71800231933594,26.2819995880127,,8.399999618530273,9.300000190734863,5.599999904632568,300423,2596270,,,,2.5,2,7.158329963684082,.3258609771728516,52.34157562255859,12.0920000076294,8.449000358581543,7.681000232696533,23.08699989318848,18.11000061035156,16.9109992980957,27.70000076293945,,,,,,,,,,,,,,,,,,,,,,,.0099999998,,,,3.130895614624023,.2255777567625046,.3181669414043427,.09684007614851,.2445400953292847,.2153761088848114,.3352155089378357,.439950704574585,.078683465719223,.1800298243761063,.4232109487056732,.3083822429180145,.35306478,,,,,,,,,,,,,,,,,,,,,,,
8,"Albania","ALB",339,8,"QoGBasCSJan18",,.2204259932041168,.0399248003959656,.4718515872955322,57.146229,,,,,8,5,8,8,3,7.5,8,6.949999809265137,6,6,6,7,7,4,6.464285850524902,10,6,7.25,7,6,5,7,5,5,4,7,5,6.5,2,1,1,1,2,1,2,2,1,0,6,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,3,1,0,.35025817,3,41.400002,53.200001,1,0,1,,2,.64542645,2,30.5,66.98724365234375,60.6539306640625,0,66,100,87.69999694824219,80.80000305175781,68.47000122070313,84.61000061035156,89.33000183105469,72.36000061035156,49.7599983215332,91.01000213623047,60.15999984741211,78.37999725341797,60.15999984741211,85.40000152587891,,,,,,,,,,6.099999904632568,61.90000152587891,7.099999904632568,5.5,4.5,3.099999904632568,4.699999809265137,6.199999809265137,4.199999809265137,9,3,8,13,6,8.083333,9,3,9,2,8.232519149780273,7.480000019073486,25,.4000000059604645,.6200000047683716,.3799999952316284,.5600000023841858,.4199999868869782,.550000011920929,,.3600000143051148,.3600000143051148,.2700000107288361,.4300000071525574,.5699999928474426,.4699999988079071,.5199999809265137,2,,,,8516.7002,24161.83,3215.99,7513.0298,3.511840105056763,2,9,25,0,66.90000152587891,70,75,49.70000076293945,30,0,1,100,100,0,1,1,3,0,1,.42592591,20.60540390014648,1,1,770.09998,646.70001,893,,,,,,,,,,,,,1.827000021934509,117.0989990234375,1.625,25.95999908447266,72.03800201416016,-5.460999965667725,,26.28800010681152,17.5,9.721753120422363,,.4555555880069733,3,,,,,97.22566986083984,0,.0478929281234741,0,58.16,0,9,17,0,9,7,6.49177622795105,51.53061103820801,2.9307659,2.889676094055176,5.5999999,3.6849999,4.25,4971190.5,740679872,29.92000007629395,912.3018188476563,311.7832946777344,.5616816282272339,.5809996128082275,,,,,,,,,,,,,,,,,,,,,,,,,33,,,.76200002,2889676,.6332576274871826,.2208835035562515,.4267075657844544,.8280773162841797,.4766014516353607,2.018759250640869,.3597213327884674,.5374586582183838,,,,,2.1159999,-.54819882,-.085557945,.48598623,-.33786204,100,100,100,.7188604474067688,44.71133804321289,17.9242057800293,22.46715354919434,27400,0,7000000,19.5,6.527599334716797,1.110000014305115,1.978763341903687,73.36676025390625,5.778659820556641,8.269049644470215,100,0,0,100,0,0,1.940000057220459,42.70000076293945,50.18999862670898,36.91999816894531,,17.44000053405762,11.61999988555908,21.93000030517578,39.40999984741211,37.81000137329102,40.63999938964844,13.79797077178955,90,3.539439916610718,12.12390995025635,,19.8315601348877,21.92905044555664,5.883105278015137,2.946732044219971,2.936373233795166,1.347370266914368,8.694376945495606,.5724086165428162,11.69999980926514,18.39999961853027,28.19197082519531,61.42180252075195,22.92020034790039,4419.44287109375,10715.3291015625,24.64759635925293,52.43217086791992,112.4866409301758,88.558349609375,96.42608642578125,62.70684814453125,29,4,24,,,1.989036440849304,18.29999923706055,60.09999847412109,40.02877044677734,77.99839019775391,80.12400054931641,75.9739990234375,97.24697113037109,96.13607025146484,98.35260772705078,99.23139953613281,-93425,,18.75991821289063,69.10309600830078,12.13698387145996,105.4417495727539,43.59099960327148,56.40900039672852,.2000000029802322,2.900000095367432,3,2.900000095367432,104,10158,,7.599999904632568,51.20000076293945,,,18.31355285644531,7.400422096252441,75.45570373535156,15.16399955749512,17.48999977111816,19.0890007019043,30.84199905395508,36.89500045776367,40.31700134277344,20,5.381569862365723,.1000000014901161,3.210713863372803,,16,4.5,3.5579514503479,4.672173500061035,3.835856676101685,4.120828151702881,15,116.1572113037109,4.30695915222168,2.773562908172607,2.335062503814697,5,4.111338615417481,3.797319889068604,4.270018100738525,2.580453872680664,.6995940208435059,,4.5100002,8,51.700001,29.700001,4.81376314163208,.358030766248703,.5041787028312683,.3471806347370148,.4302964210510254,.3871141374111176,.4126424491405487,.5484093427658081,.2900404334068298,.3106518983840942,.7555757761001587,.418788343667984,.52022713,,,,,,,,,,,,,,,,,,,,,,,
12,"Algeria","DZA",615,12,"QoGBasCSJan18",4.3592696,.3393999934196472,.4426619112491608,.009128499776125,60.690224,,,,,5,5,,3,7,7,5,4.800000190734863,5,7,7,5,6,4,5.428571224212647,7,3,4.5,4.5,4,4.25,3,5,5,4,7,4,6,2,2,1,2,98,1,0,1,1,1,4,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,0,0,0,0,0,0,4,1,0,.41131705,3,17.35,27.810001,0,1,1,,0,.75999761,5,6.2199998,47.02418899536133,52.33472061157227,.1538461595773697,82,100,83.25,76.22000122070313,88.44000244140625,67.66000366210938,72.55999755859375,72.08999633789063,59.84999847412109,43.59999847412109,82.48999786376953,100,82.48999786376953,62.16999816894531,,,,,,,,,,5.400000095367432,79.59999847412109,5.099999904632568,7.099999904632568,5.800000190734863,6.400000095367432,8,7.800000190734863,6,4,5,4,7,3,4.25,7,6,5,3,4.662987232208252,5.010000228881836,.119999997317791,.239999994635582,,.3700000047683716,.2800000011920929,.3899999856948853,.3899999856948853,.5099999904632568,.3100000023841858,.25,.1700000017881393,.4000000059604645,.5,,,3,74.52463531494141,45.99206161499023,45.27777862548828,5402.1699,174906.19,36702.289,4765.54,,,,,0,50.79999923706055,30,45,48.29999923706055,30,6,3,1,4,1,1,1,3,0,1,.44444445,33.35056304931641,1,0,406.39999,386.5,425.89999,33.200001,68.5,53.099998,71.199997,84.300003,66.300003,79,42.299999,39,48.200001,60.799999,,3.799999952316284,164.7700042724609,2.91700005531311,47.82400131225586,-17.9370002746582,-7.309999942779541,39.11399841308594,33.35100173950195,10.60000038146973,4.632437705993652,,.3111110925674439,2,0,1,1,0,83.77477264404297,23.27713584899902,.7522284984588623,0,49.240002,1,3,10,0,2,5,3.990384578704834,44.13265228271484,2.1862023,38.93433380126953,,2.4820001,2.4666667,12384945152,51288494080,36.2599983215332,915.09521484375,332.6709899902344,.5634014010429382,.6199231743812561,,,,,,,,,,,,,,,,,,,,,,,,,36,,,.74299997,38934336,.5797840356826782,.2359006553888321,.2890474200248718,.7705157995223999,.1719229072332382,2.556550741195679,.1295877248048782,.3715803325176239,,,,,4.75,-.60002899,-.47755289,-1.1905352,-.77316791,100,99.62530517578125,100,2.59647274017334,51.59700012207031,.0422738716006279,3.136109352111816,2381741,,438000000,,4.006346702575684,.5799999833106995,3.71740984916687,,.9254800081253052,.2714000046253204,.3953799605369568,0,97.79428100585938,.3953799605369568,0,1.810342192649841,4.21999979019165,8.779999732971191,3.079999923706055,9.930000305175781,7.500763893127441,30.43000030517578,21.3700008392334,32.27000045776367,25.51000022888184,11.67000007629395,28.29999923706055,-177.1243591308594,163,,,,,,7.207178115844727,1.963032484054565,5.244145393371582,5.54399585723877,.7026036381721497,-.0086168609559536,,,.8180570602416992,99.97792053222656,11.07153701782227,4675.88525390625,13482.9326171875,45.56313705444336,43.36532592773438,118.7494735717773,79.21280670166016,99.86019134521484,34.59381103515625,27.60000038146973,1.5,4492,2800,2540,.6110720038414002,,29.5,19.06649208068848,75.63502502441406,76.87300109863281,74.45600128173828,,,,,-143268,,28.30364608764648,65.96436309814453,5.731986999511719,16.42215156555176,29.87100028991699,70.12899780273438,.1000000014901161,,.800000011920929,1.100000023841858,94128,3524,,,,,,37.18585205078125,7.760753154754639,62.36383056640625,17.17099952697754,10.60000038146973,9.045999526977539,41.67300033569336,25.6879997253418,22.19300079345703,31.60000038146973,3.807873964309692,.1000000014901161,2.660146713256836,.2338773757219315,89,25,3.540837287902832,3.999948263168335,4.081127643585205,2.411230325698853,17.20000076293945,102.0107803344727,4.33125638961792,3.722643375396729,2.786525726318359,14,2.977302312850952,3.589956998825073,2.761064291000366,2.628943204879761,.21108178794384,.1972372680902481,.52999997,,,,6.354898452758789,,,,,,,,,,,,,2.7573073,3.0847456,2.257971,2.2980952,2.4784644,2.115016,1.9791231,2.6745822,1.8700508,2.1863637,2.4049733,1,2.9444444,3.8818107,1.9764936,1.8367347,3.4462416,2.1836517,1.8418849,3.7106164,5.9881253,3.8055789,.17928633
20,"Andorra","AND",232,20,"QoGBasCSJan18",,.7139459848403931,.684785008430481,.2325685024261475,25.795031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,98,3,2,2,2,2,8,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,12,16,12,10,15,1,15,1,,,,,,,,,,,,,,,,,,,,,,32367.33,2427,85,28552.939,2.319999933242798,3,12,9,,,,,,,0,5,,,,,,,,,,,1,0,821.79999,812.29999,831.59998,,,,,,,,,,,,,,,,,,,,,,,,.4699999988079071,2,,,,,,0,.1341765969991684,0,,,,,,,,,,,,,,,,,6.820000171661377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.85699999,72786,,,,,,,,,,,,,,1.2252216,1.7183359,1.2865933,1.6419529,100,100,100,,,,5.957446575164795,470,,,,35.89385223388672,,5.832170009613037,,1.845020055770874,2.176429986953735,89.43217468261719,,,,,,,,,,,,,,,,,,,2.997809886932373,,22.28985977172852,20.50634956359863,6.075540065765381,8.127135276794434,1.78568959236145,6.341445922851563,,,,,,34.04255294799805,,.5802900791168213,38715.35546875,,11.54107284545898,87.87818145751953,,,,,,0,,,,59.71364974975586,,95.90000152587891,,,,,100,100,100,100,,,,,,168.5595703125,14.36699962615967,85.63300323486328,,,,,,7,,27.79999923706055,37.20000076293945,,,,47.70501327514648,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,9.9799995,28.1,38.099998,33.099998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"Angola","AGO",540,24,"QoGBasCSJan18",5.6347895,.7867199778556824,.7870191931724548,.6276435256004334,67.149948,,,,,3,2,,3,4,6.5,4,4.25,4,6,6,3,4,3,4.071428775787354,8,3,3,4,5,3,3,2,2,3,3,3,3.5,2,1,1,1,96,2,0,1,0,0,4,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0,0,0,0,0,0,0,1,1,1,0,3,71.849998,71.849998,0,0,1,,0,.34615606,0,18.67,52.54378128051758,40.0378303527832,1,39,64.86000061035156,63.5,55.06000137329102,80.12999725341797,47.75,37.29000091552734,50.91999816894531,50.61000061035156,,0,100,0,4.060999870300293,,,,,,,,,,5.599999904632568,87.90000152587891,6,7.300000190734863,8.899999618530273,7.599999904632568,6,8.300000190734863,9.600000381469727,4,5,3,7,1,3.25,3,6,4,3,5.110450744628906,5.130000114440918,,,,,,,,,,,,,,,,4,,,,3771.2,65266.09,19618.43,3326.77,,,,,0,47.70000076293945,40,40,40.09999847412109,15,7,4,1,4,1,1,1,3,0,1,.3449074,34.61592864990234,1,1,873.90002,825.70001,922.70001,22.200001,36.700001,39.599998,46.700001,61.299999,24.6,87.199997,36.200001,41,45.299999,42.299999,,4.803999900817871,135.927001953125,7.297999858856201,15.34000015258789,,-6.574999809265137,25.78899955749512,35.32699966430664,,2.997235774993897,,.1366667002439499,2,1,1,1,,60.05979919433594,.4252286553382874,.4283643662929535,44.34624481201172,58.540001,4,2,17,0,-2,3,,44.8979606628418,1.4455979,24.22752380371094,,,,130493752,62904848384,36.5,338.5155944824219,213.0175018310547,.2084155976772308,.3969523012638092,,,,,,,,,,,,,,,,,,,,,,,,,19,,,.53100002,24227524,.8180223107337952,.1158609464764595,.1249572336673737,.680371105670929,.1688659191131592,1.445101976394653,.1052062883973122,.315043032169342,,,,,.243,-1.4438905,-1.1236689,-.33323205,-1.1181364,32,3,51,1.203693866729736,97.99759674072266,2.95463490486145,3.930376291275024,1246700,,2000000,,.3060450851917267,,1.291328310966492,,3.002599954605103,10.9795503616333,53.17510604858398,0,0,53.17510604858398,0,46.82489395141602,,,,,,,,,,,,-540.9974975585938,181,,,,,,3.30698299407959,1.182070732116699,2.124912261962891,5.400213241577148,1.515812516212463,3.354779005050659,,,46.50741958618164,48.2795524597168,,3747.568359375,6260.1328125,,,128.7041473388672,79.24822998046875,28.89871978759766,9.308019638061523,,9.600000381469727,5595,,,.4270046651363373,,10.19999980926514,45.26124572753906,60.80673217773438,63.69499969482422,58.05599975585938,66.03011322021484,53.40721130371094,79.97415161132813,77.43112945556641,87322,,47.21095657348633,50.50566482543945,2.283381700515747,21.59337997436523,56.72600173950195,43.27399826049805,,,,,15474,9484,,,,2.5,2.5,15.56535053253174,1.298335909843445,90.21022033691406,7.313000202178955,6.803999900817871,6.394999980926514,12.29500007629395,11.52400016784668,10.86800003051758,36.79999923706055,4.774831295013428,2.299999952316284,2.680967807769775,18251.220703125,316,66,3.527076959609985,1.714501142501831,3.037738561630249,2.428856372833252,99.5,61.87329864501953,3.513164520263672,2.507418394088745,1.823266267776489,8,2.134715557098389,2.249658107757568,2.011855363845825,1.887032747268677,.8254172205924988,,8.3299999,,,,3.794837951660156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,"Antigua and Barbuda","ATG",58,28,"QoGBasCSJan18",,.1642560064792633,.1063280999660492,.6839913129806519,28.764992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,3,2,2,2,2,7,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.03916168212891,0,65,90.56999969482422,86.23999786376953,88.76999664306641,93.47000122070313,85.55999755859375,87.29000091552734,65.80999755859375,75.76999664306641,,11.36999988555908,100,11.36999988555908,92.94000244140625,,,,,,,,,,5.800000190734863,57.79999923706055,7.300000190734863,4.5,3.900000095367432,3,5.199999809265137,5.900000095367432,5,9,2,11,14,7,8.5911484,13,2,13,1,,,,,,,,,,,,,,,,,,,,,,12257.71,968.98999,89.610001,10813.18,2.02167010307312,1,1,1,,,,,,,5,10,100,100,,,,,,,,19.34377288818359,1,1,627.5,575.79999,683.90002,,,,,,,,,,,,,4.789000034332275,133.3860015869141,1.08899998664856,,,-2.816999912261963,,19.77000045776367,,,,,,,,,,,0,.0013240231201053,100,80.830002,,,,,,,,,,.0908999964594841,,,,,,20.80999946594238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.78399998,90900,,,,,,,,,,,,,,.63990289,-.069246948,.98455071,-.1772038,96.44298553466797,100,85.29570770263672,,45.93019104003906,,9.090909004211426,440,,,,11.83019256591797,3.529999971389771,5.37764835357666,82.99086761474609,51.3763313293457,17.87792015075684,0,,,,,,,,,,,,,,,,,,107,,,,,,5.541683197021484,1.757072448730469,3.784610748291016,,11.66996192932129,.475485771894455,,,22.27272796630859,,1.813883185386658,12363.3154296875,19521.30078125,18.25115585327148,79.93496704101563,97.10739898681641,75.21543884277344,102.3182220458984,23.48624038696289,,11.19999980926514,,,,30.58550643920898,,67.77999877929688,,75.92409515380859,78.44000244140625,73.52799987792969,,,,,-56,,24.94766044616699,68.52591705322266,6.526422023773193,224.7159118652344,75.80999755859375,24.19000053405762,,,,,15,53,,,,,,16.61736106872559,21.90796852111816,104.6301193237305,,,,,,,11.10000038146973,,,,,,,,,,,,,,,,,,,,,,,8.5600004,,,,,.6585680246353149,.7182062268257141,.8807368278503418,.7029250860214233,.7756883502006531,.6064019799232483,.6382454633712769,.920030951499939,.3231581151485443,.8161706328392029,.784680962562561,.66558433,,,,,,,,,,,,,,,,,,,,,,,
